Id,Prediction,Date,File,StartTime,ElapsedTime,BusyTime,Commands,editOrInsertPercentage,debugPercentage,navigationPercentage,focusPercentage,removePercentage,editPercentage,COMMAND_RATE,NAVIGATION_RATE,DEBUG_RATE,FOCUS_RATE,EDIT_RATE,REMOVE_RATE,INSERT_RATE,webLinkTimes,Web Page Visits
97,,Sat Nov 06 22:38:11 EDT 2021,LessThanEvaluator.java,1636252691709,-17390,-17390,(I)1(R)1(I)3(R)1(I)4(R)1(I)1(R)1(I)1(R)1(I)1,0.6875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
98,,Sat Nov 06 22:37:56 EDT 2021,LessThanEvaluator.java,1636252676882,32113,0,(I)3(R)1(I)3(R)1(I)1(R)1(I)5,0.8,0.0,0.0,0.0,0.0,0.0,0.46875,0.0,0.0,0.0,0.0,0.09375,0.375,0.0,[]
99,,Sat Nov 06 22:38:31 EDT 2021,LessThanEvaluator.java,1636252711018,3763,3763,(I)21(R)2(I)1,0.9166666666666666,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.6666666666666666,7.333333333333333,0.0,[]
100,,Sat Nov 06 22:38:35 EDT 2021,LessThanEvaluator.java,1636252715211,4592,4592,(I)1(R)1(I)22,0.9583333333333334,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.25,5.75,0.0,[]
101,,Sat Nov 06 22:38:39 EDT 2021,LessThanEvaluator.java,1636252719966,3398,3398,(I)25,1.0,0.0,0.0,0.0,0.0,0.0,8.333333333333334,0.0,0.0,0.0,0.0,0.0,8.333333333333334,0.0,[]
102,,Sat Nov 06 22:38:43 EDT 2021,LessThanEvaluator.java,1636252723429,7424,7424,(I)18(R)3,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.42857142857142855,2.5714285714285716,0.0,[]
103,,Sat Nov 06 22:38:50 EDT 2021,LessThanEvaluator.java,1636252730857,14022,0,(I)13(R)1(I)1(R)1(I)2(R)1(I)2,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.21428571428571427,1.2857142857142858,0.0,[]
104,,Sat Nov 06 22:39:07 EDT 2021,LessThanEvaluator.java,1636252747215,7000,7000,(I)13(R)2(I)7(R)1,0.8695652173913043,0.0,0.0,0.0,0.0,0.0,3.2857142857142856,0.0,0.0,0.0,0.0,0.42857142857142855,2.857142857142857,0.0,[]
105,,Sat Nov 06 22:39:14 EDT 2021,LessThanEvaluator.java,1636252754217,6267,6267,(R)1(I)13,0.9285714285714286,0.0,0.0,0.0,0.0,0.0,2.3333333333333335,0.0,0.0,0.0,0.0,0.16666666666666666,2.1666666666666665,0.0,[]
106,,Sat Nov 06 22:39:14 EDT 2021,LessThanEvaluator.java,1636252754348,14220,0,(I)3(R)1(I)1(R)1(I)11,0.8823529411764706,0.0,0.0,0.0,0.0,0.0,1.2142857142857142,0.0,0.0,0.0,0.0,0.14285714285714285,1.0714285714285714,0.0,[]
107,,Sat Nov 06 22:39:28 EDT 2021,LessThanEvaluator.java,1636252768568,4036,4036,(I)12(R)2(I)10,0.9166666666666666,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.5,5.5,0.0,[]
108,,Sat Nov 06 22:39:32 EDT 2021,LessThanEvaluator.java,1636252772903,14725,0,(I)3(R)2(I)3(R)1(D)1,0.6,10.0,0.0,0.0,0.0,0.0,0.7142857142857143,0.0,0.07142857142857142,0.0,0.0,0.21428571428571427,0.42857142857142855,0.0,[]
109,,Sat Nov 06 22:39:47 EDT 2021,LessThanEvaluator.java,1636252787677,48149,0,(D)5(I)2(R)1(I)1,0.3333333333333333,55.55555555555556,0.0,0.0,0.0,0.0,0.1875,0.0,0.10416666666666667,0.0,0.0,0.020833333333333332,0.0625,0.0,[]
110,,Sat Nov 06 22:40:36 EDT 2021,LessThanEvaluator.java,1636252836208,11383,0,(I)3(R)1(I)11(D)1,0.875,6.25,0.0,0.0,0.0,0.0,1.4545454545454546,0.0,0.09090909090909091,0.0,0.0,0.09090909090909091,1.2727272727272727,0.0,[]
111,,Sat Nov 06 22:40:47 EDT 2021,LessThanEvaluator.java,1636252847621,42685,0,(D)5(F)2(I)1,0.125,62.5,0.0,25.0,0.0,0.0,0.19047619047619047,0.0,0.11904761904761904,0.047619047619047616,0.0,0.0,0.023809523809523808,0.0,[]
112,,Sat Nov 06 22:41:30 EDT 2021,LessThanEvaluator.java,1636252890945,-123838,-123838,(I)19(R)1(I)5,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
113,,Sat Nov 06 22:39:28 EDT 2021,LessThanEvaluator.java,1636252768570,128812,0,(I)2(R)1(I)2(R)1(I)2(R)1(I)1(R)1(I)1(R)1(I)4(R)1(I)6,0.75,0.0,0.0,0.0,0.0,0.0,0.1875,0.0,0.0,0.0,0.0,0.046875,0.140625,0.0,[]
114,,Sat Nov 06 22:41:37 EDT 2021,LessThanEvaluator.java,1636252897387,3743,3743,(I)5(R)1(I)17,0.9565217391304348,0.0,0.0,0.0,0.0,0.0,7.666666666666667,0.0,0.0,0.0,0.0,0.3333333333333333,7.333333333333333,0.0,[]
115,,Sat Nov 06 22:41:41 EDT 2021,LessThanEvaluator.java,1636252901220,3617,3617,(I)6(R)6(I)8(R)1,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,2.3333333333333335,4.666666666666667,0.0,[]
116,,Sat Nov 06 22:41:44 EDT 2021,LessThanEvaluator.java,1636252904960,7607,7607,(R)3(I)7(F)2(I)6,0.7222222222222222,0.0,0.0,11.11111111111111,0.0,0.0,2.5714285714285716,0.0,0.0,0.2857142857142857,0.0,0.42857142857142855,1.8571428571428572,0.0,[]
117,,Sat Nov 06 22:41:52 EDT 2021,LessThanEvaluator.java,1636252912773,6556,6556,(I)22,1.0,0.0,0.0,0.0,0.0,0.0,3.6666666666666665,0.0,0.0,0.0,0.0,0.0,3.6666666666666665,0.0,[]
118,,Sat Nov 06 22:41:59 EDT 2021,LessThanEvaluator.java,1636252919705,-16751,-16751,(R)1(I)4(R)1(I)14(R)1(I)2(R)1,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
119,,Sat Nov 06 22:41:43 EDT 2021,LessThanEvaluator.java,1636252903792,21106,0,(I)1(R)1(I)7(R)1(I)2(R)1(I)1(R)1(I)10,0.84,0.0,0.0,0.0,0.0,0.0,1.1904761904761905,0.0,0.0,0.0,0.0,0.19047619047619047,1.0,0.0,[]
120,,Sat Nov 06 22:42:05 EDT 2021,LessThanEvaluator.java,1636252925091,33864,0,(I)5(R)1(I)6(F)2(I)2,0.8125,0.0,0.0,12.5,0.0,0.0,0.48484848484848486,0.0,0.0,0.06060606060606061,0.0,0.030303030303030304,0.3939393939393939,0.0,[]
121,,Sat Nov 06 22:42:39 EDT 2021,LessThanEvaluator.java,1636252959363,7022,7022,(I)24,1.0,0.0,0.0,0.0,0.0,0.0,3.4285714285714284,0.0,0.0,0.0,0.0,0.0,3.4285714285714284,0.0,[]
122,,Sat Nov 06 22:42:46 EDT 2021,LessThanEvaluator.java,1636252966530,11819,0,(I)6(R)2(I)3(F)2(I)1(R)1(I)2,0.7058823529411765,0.0,0.0,11.76470588235294,0.0,0.0,1.5454545454545454,0.0,0.0,0.18181818181818182,0.0,0.2727272727272727,1.0909090909090908,0.0,[]
123,,Sat Nov 06 22:42:58 EDT 2021,LessThanEvaluator.java,1636252978780,16443,0,(I)4(R)2(I)7,0.8461538461538461,0.0,0.0,0.0,0.0,0.0,0.8125,0.0,0.0,0.0,0.0,0.125,0.6875,0.0,[]
124,,Sat Nov 06 22:43:15 EDT 2021,LessThanEvaluator.java,1636252995493,5572,5572,(I)18(R)1(I)3,0.9545454545454546,0.0,0.0,0.0,0.0,0.0,4.4,0.0,0.0,0.0,0.0,0.2,4.2,0.0,[]
125,,Sat Nov 06 22:43:21 EDT 2021,LessThanEvaluator.java,1636253001065,-42319,-42319,(F)2(I)11(F)2(I)4,0.7894736842105263,0.0,0.0,21.052631578947366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
126,,Sat Nov 06 22:42:42 EDT 2021,LessThanEvaluator.java,1636252962710,51292,0,(I)1(R)1(I)3(R)1(I)1(R)1(I)3(R)1(I)2(R)1(I)7,0.7727272727272727,0.0,0.0,0.0,0.0,0.0,0.43137254901960786,0.0,0.0,0.0,0.0,0.09803921568627451,0.3333333333333333,0.0,[]
127,,Sat Nov 06 22:43:34 EDT 2021,LessThanEvaluator.java,1636253014383,9137,9137,(I)14,1.0,0.0,0.0,0.0,0.0,0.0,1.5555555555555556,0.0,0.0,0.0,0.0,0.0,1.5555555555555556,0.0,[]
128,,Sat Nov 06 22:43:43 EDT 2021,LessThanEvaluator.java,1636253023846,8862,8862,(I)20(F)1,0.9523809523809523,0.0,0.0,4.761904761904762,0.0,0.0,2.625,0.0,0.0,0.125,0.0,0.0,2.5,0.0,[]
129,,Sat Nov 06 22:46:00 EDT 2021,LessThanEvaluator.java,1636253160381,47886,0,(F)1(I)7(F)2(I)5(R)1,0.75,0.0,0.0,18.75,0.0,0.0,0.3404255319148936,0.0,0.0,0.06382978723404255,0.0,0.02127659574468085,0.2553191489361702,0.0,[]
130,,Sat Nov 06 22:46:48 EDT 2021,LessThanEvaluator.java,1636253208482,36256,0,(I)2(F)2(R)1(I)1(F)4(I)2,0.4166666666666667,0.0,0.0,50.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.16666666666666666,0.0,0.027777777777777776,0.1388888888888889,0.0,[]
131,,Sat Nov 06 22:47:25 EDT 2021,LessThanEvaluator.java,1636253245837,18850,0,(I)1(F)2(I)15,0.8888888888888888,0.0,0.0,11.11111111111111,0.0,0.0,1.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.8888888888888888,0.0,[]
132,,Sat Nov 06 22:47:44 EDT 2021,LessThanEvaluator.java,1636253264687,10143,0,(F)2(I)13(F)2(I)1,0.7777777777777778,0.0,0.0,22.22222222222222,0.0,0.0,1.8,0.0,0.0,0.4,0.0,0.0,1.4,0.0,[]
133,,Sat Nov 06 22:43:43 EDT 2021,LessThanEvaluator.java,1636253023458,253855,0,(I)3(R)1(I)1(R)1(I)1(R)1(I)4(R)1(I)3(R)1(I)1(R)1(I)3(R)2,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.09486166007905138,0.0,0.0,0.0,0.0,0.03162055335968379,0.06324110671936758,0.0,[]
134,,Sat Nov 06 22:47:57 EDT 2021,LessThanEvaluator.java,1636253277602,8861,8861,(R)1(I)15(R)1,0.8823529411764706,0.0,0.0,0.0,0.0,0.0,2.125,0.0,0.0,0.0,0.0,0.25,1.875,0.0,[]
135,,Sat Nov 06 22:48:07 EDT 2021,LessThanEvaluator.java,1636253287191,21791,0,(F)2(I)1(R)1(I)2(R)1(I)15,0.8181818181818182,0.0,0.0,9.090909090909092,0.0,0.0,1.0476190476190477,0.0,0.0,0.09523809523809523,0.0,0.09523809523809523,0.8571428571428571,0.0,[]
136,,Sat Nov 06 22:48:29 EDT 2021,LessThanEvaluator.java,1636253309529,15496,0,(I)16(F)2,0.8888888888888888,0.0,0.0,11.11111111111111,0.0,0.0,1.2,0.0,0.0,0.13333333333333333,0.0,0.0,1.0666666666666667,0.0,[]
137,,Sat Nov 06 22:48:45 EDT 2021,LessThanEvaluator.java,1636253325025,7094,7094,(I)2(R)1(I)2(R)11(I)2(R)1(I)2(R)1(I)3,0.44,0.0,0.0,0.0,0.0,0.0,3.5714285714285716,0.0,0.0,0.0,0.0,2.0,1.5714285714285714,0.0,[]
138,,Sat Nov 06 22:48:52 EDT 2021,LessThanEvaluator.java,1636253332731,14420,0,(I)2(R)10(D)1,0.15384615384615385,7.6923076923076925,0.0,0.0,0.0,0.0,0.9285714285714286,0.0,0.07142857142857142,0.0,0.0,0.7142857142857143,0.14285714285714285,0.0,[]
139,,Sat Nov 06 22:49:07 EDT 2021,LessThanEvaluator.java,1636253347205,25515,0,(I)1(R)1(I)10,0.9166666666666666,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.04,0.44,0.0,[]
140,,Sat Nov 06 22:49:34 EDT 2021,LessThanEvaluator.java,1636253374018,15991,0,(D)1(I)13,0.9285714285714286,7.142857142857142,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.06666666666666667,0.0,0.0,0.0,0.8666666666666667,0.0,[]
141,,Sat Nov 06 22:49:50 EDT 2021,LessThanEvaluator.java,1636253390095,6393,6393,(I)18,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,[]
142,,Sat Nov 06 22:49:56 EDT 2021,LessThanEvaluator.java,1636253396844,2600,2600,(I)4(R)1(I)1(R)7(I)10(R)1,0.625,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,4.5,7.5,0.0,[]
143,,Sat Nov 06 22:49:59 EDT 2021,LessThanEvaluator.java,1636253399556,2390,2390,(I)1(R)1(I)5(R)1(I)1(R)2(I)2(R)1(I)6,0.75,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,2.5,7.5,0.0,[]
144,,Sat Nov 06 22:50:01 EDT 2021,LessThanEvaluator.java,1636253401954,7214,7214,(I)3(R)3(I)10,0.8125,0.0,0.0,0.0,0.0,0.0,2.2857142857142856,0.0,0.0,0.0,0.0,0.42857142857142855,1.8571428571428572,0.0,[]
145,,Sat Nov 06 22:50:09 EDT 2021,LessThanEvaluator.java,1636253409883,15841,0,(D)1(I)14,0.9333333333333333,6.666666666666667,0.0,0.0,0.0,0.0,1.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.9333333333333333,0.0,[]
146,,Sat Nov 06 22:50:26 EDT 2021,LessThanEvaluator.java,1636253426288,6067,6067,(I)2(R)2(I)9(R)2(I)6,0.8095238095238095,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.6666666666666666,2.8333333333333335,0.0,[]
147,,Sat Nov 06 22:50:32 EDT 2021,LessThanEvaluator.java,1636253432538,3997,3997,(I)8(R)8(I)1(R)2(I)6,0.6,0.0,0.0,0.0,0.0,0.0,8.333333333333334,0.0,0.0,0.0,0.0,3.3333333333333335,5.0,0.0,[]
148,,Sat Nov 06 22:50:36 EDT 2021,LessThanEvaluator.java,1636253436631,-8194,-8194,(I)3(R)3(F)1(I)1(R)1(I)3(R)1(I)6(R)2(I)1,0.6363636363636364,0.0,0.0,4.545454545454546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
149,,Sat Nov 06 22:50:29 EDT 2021,LessThanEvaluator.java,1636253429853,21486,0,(R)1(I)3(R)1(I)1(R)1(I)1(R)1(F)1(I)1(R)1(I)3,0.6,0.0,0.0,6.666666666666667,0.0,0.0,0.7142857142857143,0.0,0.0,0.047619047619047616,0.0,0.23809523809523808,0.42857142857142855,0.0,[]
150,,Sat Nov 06 22:50:51 EDT 2021,LessThanEvaluator.java,1636253451406,13086,0,(I)2(D)1(I)10,0.9230769230769231,7.6923076923076925,0.0,0.0,0.0,0.0,1.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.9230769230769231,0.0,[]
151,,Sat Nov 06 22:51:04 EDT 2021,Grader.java,1636253464552,5050,5050,(I)20(D)1,0.9523809523809523,4.761904761904762,0.0,0.0,0.0,0.0,4.2,0.0,0.2,0.0,0.0,0.0,4.0,0.0,[]
152,,Sat Nov 06 22:51:10 EDT 2021,Grader.java,1636253470106,59752,0,(F)1(D)3(F)1(I)7(R)1(I)1(R)1,0.5333333333333333,20.0,0.0,13.333333333333334,0.0,0.0,0.2542372881355932,0.0,0.05084745762711865,0.03389830508474576,0.0,0.03389830508474576,0.13559322033898305,0.0,[]
153,,Sat Nov 06 22:52:10 EDT 2021,Grader.java,1636253530224,362224,0,(F)3(D)2,0.0,40.0,0.0,60.0,0.0,0.0,0.013812154696132596,0.0,0.0055248618784530384,0.008287292817679558,0.0,0.0,0.0,0.0,[]
154,,Sat Nov 06 22:58:13 EDT 2021,LessThanEvaluator.java,1636253893315,120257,0,(F)1(I)14,0.9333333333333333,0.0,0.0,6.666666666666667,0.0,0.0,0.125,0.0,0.0,0.008333333333333333,0.0,0.0,0.11666666666666667,0.0,[]
155,,Sat Nov 06 23:00:13 EDT 2021,LessThanEvaluator.java,1636254013737,4488,4488,(I)4(R)1(I)7(R)5(I)1(R)2(I)5,0.68,0.0,0.0,0.0,0.0,0.0,6.25,0.0,0.0,0.0,0.0,2.0,4.25,0.0,[]
156,,Sat Nov 06 23:00:18 EDT 2021,LessThanEvaluator.java,1636254018311,4491,4491,(I)25,1.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,0.0,0.0,0.0,0.0,6.25,0.0,[]
157,,Sat Nov 06 23:00:23 EDT 2021,LessThanEvaluator.java,1636254023040,4290,4290,(I)3(R)4(I)13,0.8,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,[]
158,,Sat Nov 06 23:00:27 EDT 2021,LessThanEvaluator.java,1636254027756,-15293,-15293,(I)7(R)2(I)3(R)1(I)2(R)1(I)1(R)1(I)1,0.7368421052631579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
159,,Sat Nov 06 23:00:12 EDT 2021,LessThanEvaluator.java,1636254012485,19959,0,(I)1(R)1(I)1(R)1(I)1(R)1(I)1(R)1(I)2(R)1(I)14,0.8,0.0,0.0,0.0,0.0,0.0,1.3157894736842106,0.0,0.0,0.0,0.0,0.2631578947368421,1.0526315789473684,0.0,[]
160,,Sat Nov 06 23:00:32 EDT 2021,LessThanEvaluator.java,1636254032572,3907,3907,(I)1(R)2(I)8(R)2(I)2(R)3(I)6,0.7083333333333334,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,2.3333333333333335,5.666666666666667,0.0,[]
161,,Sat Nov 06 23:00:36 EDT 2021,LessThanEvaluator.java,1636254036481,4463,4463,(I)5(R)3(I)15,0.8695652173913043,0.0,0.0,0.0,0.0,0.0,5.75,0.0,0.0,0.0,0.0,0.75,5.0,0.0,[]
162,,Sat Nov 06 23:00:41 EDT 2021,LessThanEvaluator.java,1636254041000,3835,3835,(I)8(R)3(I)3(R)3(I)3,0.7,0.0,0.0,0.0,0.0,0.0,6.666666666666667,0.0,0.0,0.0,0.0,2.0,4.666666666666667,0.0,[]
163,,Sat Nov 06 23:00:47 EDT 2021,LessThanEvaluator.java,1636254047087,6204,6204,(I)19,1.0,0.0,0.0,0.0,0.0,0.0,3.1666666666666665,0.0,0.0,0.0,0.0,0.0,3.1666666666666665,0.0,[]
164,,Sat Nov 06 23:00:56 EDT 2021,LessThanEvaluator.java,1636254056747,5217,5217,(I)17,1.0,0.0,0.0,0.0,0.0,0.0,3.4,0.0,0.0,0.0,0.0,0.0,3.4,0.0,[]
165,,Sat Nov 06 23:01:02 EDT 2021,LessThanEvaluator.java,1636254062131,5375,5375,(I)20(R)1(I)3,0.9583333333333334,0.0,0.0,0.0,0.0,0.0,4.8,0.0,0.0,0.0,0.0,0.2,4.6,0.0,[]
166,,Sat Nov 06 23:01:07 EDT 2021,LessThanEvaluator.java,1636254067705,15154,0,(I)17,1.0,0.0,0.0,0.0,0.0,0.0,1.1333333333333333,0.0,0.0,0.0,0.0,0.0,1.1333333333333333,0.0,[]
167,,Sat Nov 06 23:01:23 EDT 2021,LessThanEvaluator.java,1636254083003,3840,3840,(I)25,1.0,0.0,0.0,0.0,0.0,0.0,8.333333333333334,0.0,0.0,0.0,0.0,0.0,8.333333333333334,0.0,[]
168,,Sat Nov 06 23:01:27 EDT 2021,LessThanEvaluator.java,1636254087065,12228,0,(I)5(R)1(I)12,0.9444444444444444,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.08333333333333333,1.4166666666666667,0.0,[]
169,,Sat Nov 06 23:01:40 EDT 2021,LessThanEvaluator.java,1636254100876,-36133,-36133,(I)1(R)1(I)2(R)1(I)11,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
170,,Sat Nov 06 23:01:07 EDT 2021,LessThanEvaluator.java,1636254067169,51145,0,(R)1(I)4(R)1(I)3(R)1(I)1(R)1(I)3(R)3,0.6111111111111112,0.0,0.0,0.0,0.0,0.0,0.35294117647058826,0.0,0.0,0.0,0.0,0.13725490196078433,0.21568627450980393,0.0,[]
171,,Sat Nov 06 23:01:58 EDT 2021,LessThanEvaluator.java,1636254118591,6750,6750,(I)1(R)4(I)2(R)1(I)11,0.7368421052631579,0.0,0.0,0.0,0.0,0.0,3.1666666666666665,0.0,0.0,0.0,0.0,0.8333333333333334,2.3333333333333335,0.0,[]
172,,Sat Nov 06 23:02:05 EDT 2021,LessThanEvaluator.java,1636254125394,2766,2766,(I)25,1.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,12.5,0.0,[]
173,,Sat Nov 06 23:02:08 EDT 2021,LessThanEvaluator.java,1636254128436,7904,7904,(I)4(R)1(I)16,0.9523809523809523,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.14285714285714285,2.857142857142857,0.0,[]
174,,Sat Nov 06 23:02:16 EDT 2021,LessThanEvaluator.java,1636254136462,9794,9794,(I)22(R)1,0.9565217391304348,0.0,0.0,0.0,0.0,0.0,2.5555555555555554,0.0,0.0,0.0,0.0,0.1111111111111111,2.4444444444444446,0.0,[]
175,,Sat Nov 06 23:02:26 EDT 2021,LessThanEvaluator.java,1636254146305,10185,0,(I)12(R)2(I)1(R)3,0.7222222222222222,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.5,1.3,0.0,[]
176,,Sat Nov 06 23:02:37 EDT 2021,LessThanEvaluator.java,1636254157584,28998,0,(I)17,1.0,0.0,0.0,0.0,0.0,0.0,0.6071428571428571,0.0,0.0,0.0,0.0,0.0,0.6071428571428571,0.0,[]
177,,Sat Nov 06 23:03:06 EDT 2021,LessThanEvaluator.java,1636254186716,7768,7768,(I)4(R)2(I)9,0.8666666666666667,0.0,0.0,0.0,0.0,0.0,2.142857142857143,0.0,0.0,0.0,0.0,0.2857142857142857,1.8571428571428572,0.0,[]
178,,Sat Nov 06 23:03:14 EDT 2021,LessThanEvaluator.java,1636254194915,-48661,-48661,(I)9(R)1(I)2(R)1(I)1(R)1(I)1(R)1(I)2(R)1,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
179,,Sat Nov 06 23:02:26 EDT 2021,LessThanEvaluator.java,1636254146303,61107,0,(I)1(R)2(I)3(R)1(I)17,0.875,0.0,0.0,0.0,0.0,0.0,0.39344262295081966,0.0,0.0,0.0,0.0,0.04918032786885246,0.3442622950819672,0.0,[]
180,,Sat Nov 06 23:03:27 EDT 2021,LessThanEvaluator.java,1636254207645,5401,5401,(I)3(R)5(I)5(R)5(I)3,0.5238095238095238,0.0,0.0,0.0,0.0,0.0,4.2,0.0,0.0,0.0,0.0,2.0,2.2,0.0,[]
181,,Sat Nov 06 23:03:33 EDT 2021,LessThanEvaluator.java,1636254213093,12280,0,(I)14,1.0,0.0,0.0,0.0,0.0,0.0,1.1666666666666667,0.0,0.0,0.0,0.0,0.0,1.1666666666666667,0.0,[]
182,,Sat Nov 06 23:03:45 EDT 2021,LessThanEvaluator.java,1636254225489,5941,5941,(R)1(I)1(R)1(I)1,0.5,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.4,0.4,0.0,[]
183,,Sat Nov 06 23:03:51 EDT 2021,LessThanEvaluator.java,1636254231513,425,425,(R)1(I)2(R)1(I)1(R)2(I)2(R)1(I)2(R)1(I)1(R)1(I)1(R)1(I)1,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
184,,Sat Nov 06 23:03:52 EDT 2021,LessThanEvaluator.java,1636254232787,7541,7541,(I)1(R)1(I)1(R)1(I)2(R)1(I)9(R)1(I)6,0.8260869565217391,0.0,0.0,0.0,0.0,0.0,3.2857142857142856,0.0,0.0,0.0,0.0,0.5714285714285714,2.7142857142857144,0.0,[]
185,,Sat Nov 06 23:04:00 EDT 2021,LessThanEvaluator.java,1636254240492,8400,8400,(I)3(R)1(I)8(R)1(I)9,0.9090909090909091,0.0,0.0,0.0,0.0,0.0,2.75,0.0,0.0,0.0,0.0,0.25,2.5,0.0,[]
186,,Sat Nov 06 23:04:08 EDT 2021,LessThanEvaluator.java,1636254248987,25381,0,(I)16(F)2,0.8888888888888888,0.0,0.0,11.11111111111111,0.0,0.0,0.72,0.0,0.0,0.08,0.0,0.0,0.64,0.0,[]
187,,Sat Nov 06 23:04:35 EDT 2021,LessThanEvaluator.java,1636254275075,6045,6045,(I)10(R)1(I)1(R)1(I)5(R)1(I)5,0.875,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.5,3.5,0.0,[]
188,,Sat Nov 06 23:04:41 EDT 2021,LessThanEvaluator.java,1636254281355,5487,5487,(I)1(R)1(I)16(R)1(I)2(R)1(I)2,0.875,0.0,0.0,0.0,0.0,0.0,4.8,0.0,0.0,0.0,0.0,0.6,4.2,0.0,[]
189,,Sat Nov 06 23:04:47 EDT 2021,LessThanEvaluator.java,1636254287074,7376,7376,(I)4(R)1(I)5(R)1(I)11,0.9090909090909091,0.0,0.0,0.0,0.0,0.0,3.142857142857143,0.0,0.0,0.0,0.0,0.2857142857142857,2.857142857142857,0.0,[]
190,,Sat Nov 06 23:04:54 EDT 2021,LessThanEvaluator.java,1636254294513,5518,5518,(I)8(R)2(I)10(R)1,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,4.2,0.0,0.0,0.0,0.0,0.6,3.6,0.0,[]
191,,Sat Nov 06 23:05:01 EDT 2021,LessThanEvaluator.java,1636254301149,2720,2720,(I)21,1.0,0.0,0.0,0.0,0.0,0.0,10.5,0.0,0.0,0.0,0.0,0.0,10.5,0.0,[]
192,,Sat Nov 06 23:05:03 EDT 2021,Runner.java,1636254303983,11010,0,(I)1(R)3(I)11(D)1(F)2(I)1,0.6842105263157895,5.263157894736842,0.0,10.526315789473683,0.0,0.0,1.7272727272727273,0.0,0.09090909090909091,0.18181818181818182,0.0,0.2727272727272727,1.1818181818181819,0.0,[]
193,,Sat Nov 06 23:05:16 EDT 2021,LessThanEvaluator.java,1636254316956,23462,0,(I)1(D)1(I)10(R)1,0.8461538461538461,7.6923076923076925,0.0,0.0,0.0,0.0,0.5652173913043478,0.0,0.043478260869565216,0.0,0.0,0.043478260869565216,0.4782608695652174,0.0,[]
194,,Sat Nov 06 23:05:40 EDT 2021,LessThanEvaluator.java,1636254340532,5217,5217,(I)19,1.0,0.0,0.0,0.0,0.0,0.0,3.8,0.0,0.0,0.0,0.0,0.0,3.8,0.0,[]
195,,Sat Nov 06 23:05:45 EDT 2021,LessThanEvaluator.java,1636254345847,15616,0,(I)1(D)1(I)3(R)1(I)1,0.7142857142857143,14.285714285714285,0.0,0.0,0.0,0.0,0.4666666666666667,0.0,0.06666666666666667,0.0,0.0,0.06666666666666667,0.3333333333333333,0.0,[]
